,license,path,download_link,repo_name,input,download_count,org_name,output,starcoder-response,codebertscore,bleuscore
1363,"Apache-2.0-Short,Apache-2.0",data/repos/mackerelio/mackerel-agent/tasks/debian.yml,https://old-galaxy.ansible.com/mackerelio/mackerel-agent,mackerel-agent,name: add repository 'mackerel',8359,mackerelio,"apt_repository:
  repo: deb http://apt.mackerel.io/debian/ mackerel contrib
  state: present
  update_cache: true
when: (ansible_distribution == ""Debian"" and ansible_distribution_major_version|int
  < 8) or (ansible_distribution == ""Ubuntu"" and ansible_distribution_version|float
  < 16.04)
","name: add repository 'mackerel'

Answer: copy:
  src: centos-mackerel.repo
  dest: /etc/yum.repos.d/mackerel.repo
  owner: root
  group: root
  mode: 420
when: ansible_distribution_major_version|int < 7
",0.7924826741218567,0.3259695042425206
1364,MIT,data/repos/grzegorznowak/ansible_ssh_login_notifications/tasks/enable-slack-notifications.yml,https://old-galaxy.ansible.com/grzegorznowak/ansible_ssh_login_notifications,ansible_ssh_login_notifications,name: Ensure that curl package is installed (Debian),31274,grzegorznowak,"apt:
  name: curl
  state: present
  update_cache: true
  cache_valid_time: 600
when: ansible_os_family == ""Debian""
","name: Ensure that curl package is installed (Debian)

Answer: apt:
  name: curl
  state: present
  update_cache: true
when: ansible_os_family == ""Debian""
",0.8815659880638123,0.6304693077126581
1365,,data/repos/kurita0/py37_certbot/tasks/main.yml,https://old-galaxy.ansible.com/kurita0/py37_certbot,py37_certbot,name: Renew certs,9,kurita0,"cron:
  cron_file: /etc/crontab
  name: renew certs
  minute: 1
  hour: 15
  user: root
  job: /usr/local/bin/certbot renew 1>>/var/log/certbot-renew.log 2>&1
","name: Renew certs

Answer: command: /usr/bin/certbot renew --post-hook'systemctl reload '
when: certbot_system_hook and certbot_domain.lower() in certbot_hooks
",0.7652075290679932,0.3656159057061185
1366,,data/repos/leadlineit/firewall/tasks/main.yml,https://old-galaxy.ansible.com/leadlineit/firewall,firewall,name: Include ./configure.yml,15,leadlineit,"ansible.builtin.import_tasks: configure.yml
tags:
- configure_firewall
- configure
","name: Include ./configure.yml

Answer: include: configure.yml
",0.7647017240524292,0.3191873900076708
1367,,data/repos/bassinator/mosquitto/tasks/debian.yml,https://old-galaxy.ansible.com/bassinator/mosquitto,mosquitto,name: Install OS Packages,687,bassinator,"apt:
  name:
  - mosquitto
  - mosquitto-clients
","name: Install OS Packages

Answer: yum:
  name:
  - git
  - curl
  - gcc
  - make
  - bzip2
  - patch
  - readline
  - ncurses
  - openssl-devel
  - sqlite-devel
  - sqlite
  state: present
",0.75367271900177,0.12253871419501312
1368,,data/repos/hyperfocus1337/ansible_nginx_role/tasks/compile/after-compile.yml,https://old-galaxy.ansible.com/hyperfocus1337/ansible_nginx_role,ansible_nginx_role,name: copy 404 error html,9,hyperfocus1337,"copy: src=files/html/404.html dest=/etc/nginx/html/404.html owner=root group=root
  mode=0644
","name: copy 404 error html

Answer: copy:
  src: 404.html
  dest: /var/www/html/404.html
",0.8223699331283569,0.3880602948109974
1369,,data/repos/tronde/vmware_rest_provision_lab/tasks/main.yml,https://old-galaxy.ansible.com/tronde/vmware_rest_provision_lab,vmware_rest_provision_lab,name: Creating VM(s),4,tronde,"vmware.vmware_rest.vcenter_vm:
  vcenter_hostname: ''
  vcenter_username: ''
  vcenter_password: ''
  vcenter_validate_certs: 'true'
  placement:
    cluster: ''
    datastore: ''
    folder: ''
    resource_pool: ''
  name: ''
  guest_OS: ''
  hardware_version: ''
  boot:
    type: BIOS
  cdroms:
  - allow_guest_control: true
    backing:
      type: ISO_FILE
      iso_file: ''
    label: CD/DVD drive 1
    start_connected: true
  cpu:
    count: ''
  memory:
    hot_add_enabled: ''
    size_MiB: ''
  disks:
  - type: SCSI
    new_vmdk:
      name: ''
      capacity: ''
      storage_policy:
        policy: ''
  nics:
  - start_connected: true
    type: VMXNET3
    mac_type: GENERATED
    backing:
      type: STANDARD_PORTGROUP
      network: ''
with_dict: '{''VM_NAME_1'': {''guest_OS'': ''RHEL_8_64'', ''hardware_version'': ''VMX_19'',
  ''hot_add_enabled'': True, ''size_MiB'': 2048, ''disk_size'': 100000, ''storage_policy_spec'':
  ''aa6d5a82-1c88-45da-85d3-3d74b91a5bad'', ''cpu_count'': 1}, ''VM_NAME_2'': {''guest_OS'':
  ''RHEL_8_64'', ''hardware_version'': ''VMX_19'', ''hot_add_enabled'': True, ''size_MiB'':
  2048, ''disk_size'': 100000, ''storage_policy_spec'': ''aa6d5a82-1c88-45da-85d3-3d74b91a5bad'',
  ''cpu_count'': 1}}'
register: __result
","name: Creating VM(s) - haproxy
  block:
  - name: Create VM
    lowlydba.sqlserver.vm:
      sql_instance: ''
      sql_username: ''
      sql_password: ''
      vm_name: ''
      vm_host: ''
      vm_username: ''
      vm_password: ''
      vm_base_path: ''
      vm_type: ''
      vm_docker_image: ''
      vm_docker_network: ''
      vm_docker_volumes: ''
      vm_pull: 'yes'
  - name: Start and configure haproxy
    lowlydba.sqlserver.haproxy:
      sql_instance: ''
      sql_username: ''
      sql_password: ''
      haproxy_type: ''
      haproxy_list: ''
      haproxy_data_base: ''
      haproxy_port: ''
      haproxy_retries: ''
      haproxy_timeout: ''
      haproxy_retries_delay: ''
      haproxy_default_backend: ''
",0.6604529619216919,0.24696650345920915
1370,,data/repos/capitanh/argocdk8s_ansible_role/tasks/main.yml,https://old-galaxy.ansible.com/capitanh/argocdk8s_ansible_role,argocdk8s_ansible_role,name: Install pip packages,529,capitanh,"pip:
  name:
  - kubernetes
","name: Install pip packages

Answer: pip:
  name:
  - kubernetes
",0.8590942621231079,0.4236900606969682
1371,AGPL-3.0-only,data/repos/hemanth22/kubeadm/tasks/main.yml,https://old-galaxy.ansible.com/hemanth22/kubeadm,kubeadm,name: Changing permissions for docker installer,9,hemanth22,"file:
  path: /tmp/docker-install.sh
  mode: '777'
","name: Changing permissions for docker installer

Answer: file:
  path: /tmp/docker_installer
  mode: 493
",0.8345949053764343,0.3574362254111903
1372,MIT,data/repos/zorun/munin_async/tasks/main.yml,https://old-galaxy.ansible.com/zorun/munin_async,munin_async,name: Include SELinux configuration if necessary.,14,zorun,"include_tasks: selinux.yml
when: '''mode'' in ansible_facts.selinux and ansible_facts.selinux.mode == ''enforcing'''
","name: Include SELinux configuration if necessary.

Answer: ansible.builtin.include_tasks: selinux.yml
when: 'ansible_selinux is defined and ansible_selinux!= false and ansible_selinux.status
  == ''enabled''

  '
",0.8589072823524475,0.37933549856860355
1373,,data/repos/miquelmariano/esxi_ntp_config/tasks/get.yml,https://old-galaxy.ansible.com/miquelmariano/esxi_ntp_config,esxi_ntp_config,name: Get NTP servers,49,miquelmariano,"command: cat /etc/ntp.conf
register: output
","name: Get NTP servers from pool

Answer: shell: ntp -s
register: ntp_servers
changed_when: false
ignore_errors: true
",0.7089918255805969,0.13064855555551055
1374,MIT,data/repos/sweetim/workspace_setup/tasks/vim.yml,https://old-galaxy.ansible.com/sweetim/workspace_setup,workspace_setup,name: Install VIM,24,sweetim,"become: true
apt:
  name:
  - vim
  state: latest
","name: Install VIM

Answer: yum: pkg=vim state=present
",0.7303585410118103,0.25123761351116236
1375,GPL-2.0,data/repos/zaxos/rkhunter-ansible-role/tasks/main.yml,https://old-galaxy.ansible.com/zaxos/rkhunter-ansible-role,rkhunter-ansible-role,name: Configure sysconfig/rkhunter,557,zaxos,"template:
  src: rkhunter.j2
  dest: /etc/sysconfig/rkhunter
","name: Configure sysconfig/rkhunter

Answer: lineinfile:
  dest: /etc/sysconfig/rkhunter
  line: HOSTNAME={{ inventory_hostname }}
  regexp: HOSTNAME=
when:
- ansible_virtualization_type!= ""docker""
- ansible_virtualization_type!= ""containerd""
",0.7877140045166016,0.18635304947131817
1376,Unlicense,data/repos/insanity54/gubiq/tasks/provision.yml,https://old-galaxy.ansible.com/insanity54/gubiq,gubiq,name: download gubiq,8,insanity54,"get_url:
  url: https://github.com/ubiq/go-ubiq/releases/download/v5.4.0/gubiq-linux-amd64
  dest: /tmp/gubiq-linux-amd64
  checksum: sha256:a813c1cbd523868dd4476ad0605fcbc816dfa0f205f9435548455e3fb81f15a3
  mode: '0755'
","name: download gubiq

Answer: get_url:
  url: https://raw.githubusercontent.com/gubio/gubiq/master/gubiq
  dest: /usr/local/bin/gubiq
  mode: 493
become: true
",0.7803313732147217,0.3353515050207179
1377,MIT,data/repos/nwalke/mongodb/tasks/setup-Debian.yml,https://old-galaxy.ansible.com/nwalke/mongodb,mongodb,name: Debian | Add source sources,36,nwalke,"apt_repository: repo='deb http://downloads-distro.mongodb.org/repo/ubuntu-upstart
  dist 10gen' update_cache=yes
","name: Debian | Add source sources.list.d/nodesource.list

Answer: ansible.builtin.template:
  src: sources.list.j2
  dest: /etc/apt/sources.list.d/nodesource.list
  owner: root
  group: root
  mode: 420
",0.6966111063957214,0.07255588864596253
1378,,data/repos/mtangaro/galaxy/tasks/nginx.yml,https://old-galaxy.ansible.com/mtangaro/galaxy,galaxy,name: '[Ubuntu] Prevent nginx update from Ubuntu repository',36,mtangaro,"copy:
  src: galaxyproject-nginx-pin-700
  dest: /etc/apt/preferences.d/
become_user: root
become_method: sudo
when: ansible_os_family == ""Debian""
","name: '[Ubuntu] Prevent nginx update from Ubuntu repository'

Answer: apt:
  name: nginx
  state: absent
",0.710871160030365,0.13130396025003427
1379,GPL-3.0-only,data/repos/noahbailey/ansible_nginx_certbot/tasks/certbot.yml,https://old-galaxy.ansible.com/noahbailey/ansible_nginx_certbot,ansible_nginx_certbot,name: Wait for DNS to converge,11,noahbailey,"wait_for:
  timeout: 30
when: acme_dns_challenge.changed|bool
","name: Wait for DNS to converge

Answer: wait_for:
  path: /etc/resolv.conf
  state: started
",0.7253488302230835,0.18945802324638172
1380,MIT,data/repos/telus/squid/tasks/configure.yml,https://old-galaxy.ansible.com/telus/squid,squid,name: Directory Exists | {{ runtime_root | default('/var/run') }}/squid,32,telus,"file:
  state: directory
  path: '{{ runtime_root | default(''/var/run'') }}/squid'
  owner: proxy
  group: proxy
  mode: 509
tags:
- directory-structure
- runtime-data
- squid
","name: Directory Exists | {{ runtime_root | default('/var/run') }}/squid

Answer: file:
  state: directory
  path: '{{ runtime_root | default(''/var/run'') }}/squid'
  owner: root
  group: root
  mode: 493
tags:
- directory-structure
- runtime-data
- squid
",0.924261748790741,0.6290515429336564
1381,"Apache-2.0-Short,Apache-2.0",data/repos/robertdebock/roundcubemail/tasks/assert.yml,https://old-galaxy.ansible.com/robertdebock/roundcubemail,roundcubemail,name: assert | Test roundcubemail_des_key,418,robertdebock,"ansible.builtin.assert:
  that:
  - roundcubemail_des_key is defined
  - roundcubemail_des_key is string
  - roundcubemail_des_key is not none
  quiet: true
","name: assert | Test roundcubemail_des_key

Answer: ansible.builtin.assert:
  that:
  - roundcubemail_des_key is defined
  - roundcubemail_des_key is string
  - roundcubemail_des_key is not none
  quiet: true
",0.9497694969177246,0.7530182069628764
1382,,data/repos/kyleabenson/mssql/tasks/main.yml,https://old-galaxy.ansible.com/kyleabenson/mssql,mssql,name: Install pymssql for future playbooks against DB server,311,kyleabenson,"pip:
  name: pymssql
  state: present
","name: Install pymssql for future playbooks against DB server

Answer: pip:
  name: pymssql
  state: present
  executable: pip3
when: sansible_mosquitto_install_pymssql
",0.8138105869293213,0.21912126182523048
1383,,data/repos/animeshj2022/ec2_tomcat/tasks/download_tomcat.yml,https://old-galaxy.ansible.com/animeshj2022/ec2_tomcat,ec2_tomcat,name: Cleaning Tomcat Directory,13,animeshj2022,"command: rm -f apache-tomcat-9.0.64.tar.gz
","name: Cleaning Tomcat Directory

Answer: command: rm -rf /opt/tomcat*
become: true
",0.7744811773300171,0.22286941079596864
1384,,data/repos/gpkfr/rethinkdb_proxy/tasks/main.yml,https://old-galaxy.ansible.com/gpkfr/rethinkdb_proxy,rethinkdb_proxy,name: enable and start rethinkdb in proxy mode,28,gpkfr,"systemd:
  name: rethinkdb@proxy.service
  daemon_reload: true
  enabled: true
  state: started
","name: enable and start rethinkdb in proxy mode

Answer: service:
  name: rethinkdb
  state: started
  enabled: true
  proxy: http://127.0.0.1:8080
",0.7907793521881104,0.4563770112455884
1385,,data/repos/mvtiengo/ansible_rabbitmq/tasks/main.yml,https://old-galaxy.ansible.com/mvtiengo/ansible_rabbitmq,ansible_rabbitmq,name: Configure rabbitmq config,17,mvtiengo,"template:
  src: rabbit_conf.j2
  dest: /etc/rabbitmq/rabbitmq.config
","name: Configure rabbitmq config

Answer: template:
  src: rabbitmq.json.j2
  dest: /etc/rabbitmq/rabbitmq.json
  owner: rabbitmq
  group: rabbitmq
notify:
- restart rabbitmq
",0.8819543123245239,0.35849001503881656
1386,MIT,data/repos/gr360ry/snipe-it/tasks/main.yml,https://old-galaxy.ansible.com/gr360ry/snipe-it,snipe-it,name: Install AD Users Import script,42,gr360ry,"include: import_ad_users.yml
when: ldap
","name: Install AD Users Import script

Answer: ansible.builtin.copy:
  src: ad_users_import.py
  dest: /opt/splunkforwarder/bin/ad_users_import.py
  mode: 493
  owner: splunk
  group: splunk
tags: config_copy
",0.7042912244796753,0.08035752025717575
1387,,data/repos/hubzhangxj/hibench/tasks/configure.yml,https://old-galaxy.ansible.com/hubzhangxj/hibench,hibench,name: Replace variables of /opt/hibench/bin/build_all.sh,23,hubzhangxj,"lineinfile: dest=""/opt/hibench/bin/build-all.sh"" regexp='mvn clean package' line=""mvn
  -Phadoopbench -Dspark=2.1 -Dscala=2.11 clean package""
","name: Replace variables of /opt/hibench/bin/build_all.sh

Answer: replace:
  dest: /opt/hibench/bin/build_all.sh
  regexp: ^(\s*)export PATH=\$PATH:
  replace: export PATH=$PATH:
",0.7565597295761108,0.2808712551310736
1388,,data/repos/shubhamtatvamasi/kind/install/tasks/main.yml,https://old-galaxy.ansible.com/shubhamtatvamasi/kind,kind,name: Download kind binary for,155,shubhamtatvamasi,"become: true
get_url:
  url: https://kind.sigs.k8s.io/dl/v0.12.0/kind--amd64
  dest: /usr/local/bin/kind
  mode: '0755'
","name: Download kind binary for cluster.

Answer: get_url:
  url: https://github.com/kubernetes-sigs/kind/releases/download/v0.14.0/kind-v0.14.0-linux-amd64.tar.gz
  dest: /tmp/kind-v0.14.0-linux-amd64.tar.gz
  checksum: sha256:319797997191317173339720900907199b97376669b167272f6171b10903323f
changed_when: false
",0.760614275932312,0.22059139411508338
1389,MIT,data/repos/darkwizard242/containerd/tasks/main.yml,https://old-galaxy.ansible.com/darkwizard242/containerd,containerd,name: Import install_debian.yml if OS family is Debian,1452,darkwizard242,"ansible.builtin.import_tasks: install_debian.yml
when: ansible_os_family == ""Debian""
","name: Import install_debian.yml if OS family is Debian

Answer: ansible.builtin.import_tasks: install_debian.yml
when: ansible_os_family == ""Debian""
",0.9250142574310303,0.5660672059215268
1390,,data/repos/giladju/setup-kafka-cluster-ec2/tasks/main.yml,https://old-galaxy.ansible.com/giladju/setup-kafka-cluster-ec2,setup-kafka-cluster-ec2,name: Start cluster,30,giladju,"include: startcluster.yml
","name: Start cluster

Answer: command: csf/sbin/start-csf.sh -f /etc/csf/csf.conf
when: not csf_sbin_file.stat.exists
",0.6833716034889221,0.0994261841836668
1391,MIT,data/repos/fastgeert/ansible_traefik/tasks/main.yml,https://old-galaxy.ansible.com/fastgeert/ansible_traefik,ansible_traefik,name: download Traefik,105,fastgeert,"get_url:
  url: ''
  dest: ''
  owner: root
  group: root
  mode: 493
  force: true
notify: restart traefik
with_items:
- url: https://github.com/containous/traefik/releases/download/v1.7.11/traefik_linux-amd64
  dest: '{{ traefik_install_dir }}/traefik'
","name: download Traefik package

Answer: get_url:
  url: https://github.com/containous/traefik/releases/download/v{{ traefik_version }}/{{
    traefik_package }}
  dest: /usr/local/src/traefik_{{ traefik_version }}_linux_{{ traefik_arch }}.zip
",0.8597119450569153,0.5341263268732837
1392,,data/repos/ralphbrynard/ansible_role_domain_join/tasks/main.yml,https://old-galaxy.ansible.com/ralphbrynard/ansible_role_domain_join,ansible_role_domain_join,name: Discover realm,36,ralphbrynard,"command: /bin/bash -c ""/usr/sbin/realm discover  -v""
register: realm_discover_results
tags: ad
","name: Discover realm certificates

Answer: command: openssl ca -config ""/root/CA/openssl.cnf"" -extensions usr_cert -notext -batch
  -in ""/root/CA/certs/INDIGOVR-{{ INDIGOVR_NODE_TYPE }}-{{ ansible_fqdn }}.csr"" -out
  ""/root/CA/certs/INDIGOVR-{{ INDIGOVR_NODE_TYPE }}-{{ ansible_fqdn }}.crt""
args:
  creates: /root/CA/certs/INDIGOVR-{{ INDIGOVR_NODE_TYPE }}-{{ ansible_fqdn }}.crt
",0.6676569581031799,0.1003734270604615
