,org_name,license,input,path,output,repo_name,download_count,download_link,starcoder-response,codebertscore,bleuscore
1491,revenni,MIT,name: install sysdig | sysdig repo,data/repos/revenni/falco/tasks/install_sysdig.yml,"apt_repository:
  repo: deb https://download.sysdig.com/stable/deb stable-$(ARCH)/
  state: present
  filename: draios
",falco,34,https://old-galaxy.ansible.com/revenni/falco,"name: install sysdig | sysdig repo

Answer: become: true
apt_repository:
  repo: deb https://packages.sysdig.com/sysdig/el7/sysdig-release-el7.noarch.rpm
  state: present
  update_cache: true
",0.8361059427261353,0.4074231646766892
1492,twistedgrim,MIT,name: restart ssm agent,data/repos/twistedgrim/ssm-raspi-ansible/tasks/main.yml,"become: true
become_user: root
service:
  name: amazon-ssm-agent
  enabled: true
  state: started
when: ansible_os_family == 'Debian'
",ssm-raspi-ansible,13,https://old-galaxy.ansible.com/twistedgrim/ssm-raspi-ansible,"name: restart ssm agent

Answer: service:
  name: ssmagent
  state: restarted
when: ssm_agent_register_config
",0.772869884967804,0.4274707934021538
1493,mahdi22,"Apache-2.0-Short,Apache-2.0",name: Install PEXPECT with PIP3.6 For CentOS 8,data/repos/mahdi22/linux_joindomain/tasks/RedHat.yml,"pip:
  name: pexpect
  executable: pip3.6
environment: ''
when:
- (ansible_distribution == ""CentOS"" or ansible_distribution == ""RedHat"")
- ansible_distribution_major_version == ""8""
- use_proxy is defined
- use_proxy
",linux_joindomain,990,https://old-galaxy.ansible.com/mahdi22/linux_joindomain,"name: Install PEXPECT with PIP3.6 For CentOS 8

Answer: pip:
  name: pexpect
  version: 4.6.0
when:
- ansible_distribution == ""CentOS""
- ansible_distribution_major_version == ""8""
- centos_base_enable_epel | bool
- centos_base_epel_packages | length > 0
- not ansible_check_mode
",0.8404156565666199,0.49503723516474846
1494,cankush625,,name: Disable swap,data/repos/cankush625/multicloudkubernetescluster/kube_slave/tasks/debian.yml,"command: swapoff -a
when: ansible_swaptotal_mb > 0
",multicloudkubernetescluster,38,https://old-galaxy.ansible.com/cankush625/multicloudkubernetescluster,"name: Disable swapfile

Answer: command: swapon /swapfile
when: swapfile_size!= false
",0.7762568593025208,0.30928996189907454
1495,vishaltanna6,,name: Copy the join command to server location,data/repos/vishaltanna6/k8s_slave_role/tasks/main.yml,"copy: src=/root/task19/k8s_slave/files/join-command.txt dest=/tmp/join-command.sh
  mode=0777
",k8s_slave_role,10,https://old-galaxy.ansible.com/vishaltanna6/k8s_slave_role,"name: Copy the join command to server location

Answer: template:
  src: join-server.sh.j2
  dest: /opt/zimbra/bin/join-server.sh
  owner: root
  group: root
  mode: 493
",0.7859076261520386,0.21498984275813368
1496,ansiblebit,,name: debug build variables,data/repos/ansiblebit/wkhtmltopdf/tasks/source/debug.yml,"debug: var=""""
when: item is defined
with_items:
- wkhtmltopdf_architecture
- wkhtmltopdf_build
- wkhtmltopdf_build_args
- wkhtmltopdf_chroot_args
- wkhtmltopdf_default_version
- wkhtmltopdf_dir_chroot
- wkhtmltopdf_dir_install
- wkhtmltopdf_dir_source
- wkhtmltopdf_dir_source_version
- wkhtmltopdf_force_build
- wkhtmltopdf_runtime_dependencies
- wkhtmltopdf_slug
- wkhtmltopdf_tarball
- wkhtmltopdf_tarball_download_url
- wkhtmltopdf_user
",wkhtmltopdf,717,https://old-galaxy.ansible.com/ansiblebit/wkhtmltopdf,"name: debug build variables

Answer: debug:
  var: ''
with_items:
- item.name
- item.value
when:
- build_environment is defined
- build_environment
",0.7103188037872314,0.06648594407706854
1497,eriklotin,MIT,name: Creates directories,data/repos/eriklotin/jenkins/tasks/main.yml,"file:
  path: ''
  state: directory
  recurse: true
with_items:
- '{{ ansible_env.HOME }}/jenkins'
- '{{ ansible_env.HOME }}/jenkins/jenkins_home'
",jenkins,47,https://old-galaxy.ansible.com/eriklotin/jenkins,"name: Creates directories

Answer: file:
  path: ''
  state: directory
  owner: root
  group: root
  mode: 493
with_items:
- /etc/consul
- /var/consul
- /var/consul/data
- /var/consul/log
",0.8009034395217896,0.34134739003115266
1498,csuka,"Apache-2.0-Short,Apache-2.0",name: passwordless root in sudoers file,data/repos/csuka/ansible_controller/tasks/main.yml,"lineinfile:
  dest: /etc/sudoers
  state: present
  regexp: ^ansible ALL\=
  line: ansible ALL=(ALL) NOPASSWD:ALL
  validate: visudo -cf %s
tags: notest
",ansible_controller,10,https://old-galaxy.ansible.com/csuka/ansible_controller,"name: passwordless root in sudoers file

Answer: lineinfile:
  dest: /etc/sudoers
  state: present
  regexp: ^%sudo
  line: '%sudo ALL=(ALL) NOPASSWD:ALL'
  validate: visudo -cf %s
",0.8985111713409424,0.6714727355045456
1499,dalee,,name: composer - set xdebug workaround script (xdebug is requested),data/repos/dalee/install-php56/tasks/composer.yml,"template:
  src: composer.sh.j2
  dest: /usr/local/bin/composer
  mode: 493
  owner: root
  group: root
when: php_enable_xdebug|default(False)
",install-php56,1252,https://old-galaxy.ansible.com/dalee/install-php56,"name: composer - set xdebug workaround script (xdebug is requested)

Answer: template:
  src: xdebug.tpl
  dest: /usr/local/bin/xdebug_script.php
  mode: 493
when: php_xdebug_enabled
",0.8403655290603638,0.4931121528382646
1500,digineo,,name: Adding Brightbox PPA for Ruby,data/repos/digineo/passenger/tasks/repository.yml,"apt_repository: repo='ppa:brightbox/ruby-ng'
when: ansible_distribution == 'Ubuntu'
",passenger,19,https://old-galaxy.ansible.com/digineo/passenger,"name: Adding Brightbox PPA for Ruby 2.2.0

Answer: apt_repository: repo='ppa:brightbox/ruby-ng' state=present
when: ansible_distribution_version == '14.04'
",0.8606504201889038,0.48455980204261423
1501,andrewrothstein,MIT,name: link {{ kibana_parent_install_dir }}/kibana to {{ kibana_parent_install_dir,data/repos/andrewrothstein/kibana/tasks/main.yml,"  }}/{{ kibana_name }}
become: true
become_user: root
file:
  src: '{{ kibana_parent_install_dir }}/{{ kibana_name }}'
  dest: '{{ kibana_parent_install_dir }}/kibana'
  state: link
",kibana,256,https://old-galaxy.ansible.com/andrewrothstein/kibana,"name: link {{ kibana_parent_install_dir }}/kibana to {{ kibana_parent_install_dir

Answer:   }}/kibana-{{ kibana_ver }}
become: true
become_user: root
file:
  src: '{{ kibana_parent_install_dir }}/kibana-{{ kibana_ver }}'
  dest: '{{ kibana_parent_install_dir }}/kibana'
  state: link
",0.9226748943328857,0.5990161081965607
1502,jhampson_dbre,MIT,name: Install pip requirements for home-assistant-supervised-ansible,data/repos/jhampson_dbre/home_assistant_supervised/tasks/requirements.yml,"pip:
  name:
  - docker
  executable: pip3
  extra_args: --user
",home_assistant_supervised,58,https://old-galaxy.ansible.com/jhampson_dbre/home_assistant_supervised,"name: Install pip requirements for home-assistant-supervised-ansible

Answer: pip:
  name:
  - home-assistant-supervised-ansible
",0.7126129269599915,0.20875194117618645
1503,inovia-team,BSD-2-Clause,name: deploy formatting,data/repos/inovia-team/ansible-logentries/tasks/main.yml,"include: formatting.yml
when: logentries_formatters
tags:
- logentries
- formatters
",ansible-logentries,16,https://old-galaxy.ansible.com/inovia-team/ansible-logentries,"name: deploy formatting

Answer: include_tasks: formatting.yml
when:
- ansible_facts['os_family'] == ""RedHat""
- ansible_facts['distribution_major_version']|int >= 8
",0.7386457920074463,0.287905341840435
1504,ganesh_chaudhari405,,name: setting call-iptables to 1,data/repos/ganesh_chaudhari405/k8s_configution_role/tasks/main.yml,"shell: echo 1 > /proc/sys/net/bridge/bridge-nf-call-iptables
changed_when: false
",k8s_configution_role,11,https://old-galaxy.ansible.com/ganesh_chaudhari405/k8s_configution_role,"name: setting call-iptables to 1

Answer: lineinfile:
  dest: /etc/default/iptables
  regexp: ^CALL_IPTABLES=
  line: CALL_IPTABLES=1
  state: present
",0.7656652927398682,0.15241678635336248
1505,networklore,,name: Make install-init,data/repos/networklore/nagios/tasks/build-nagios.yml,"shell: cd {{ ansible_env.HOME }}/nagios/nagios-{{ nagios_version }} && make install-init
  creates=/etc/init.d/nagios
",nagios,818,https://old-galaxy.ansible.com/networklore/nagios,"name: Make install-init.d

Answer: command: make install-init.d
args:
  chdir: /usr/local/src/nginx-prometheus-exporter-1.5.0
become: true
become_user: root
",0.765245258808136,0.23043270227605694
1506,koonix,,name: codeberg + substring,data/repos/koonix/utils/integration/targets/semver/tasks/main.yml,"semver:
  provider: codeberg
  repo: Freeyourgadget/Gadgetbridge
  method: substring
  pattern: 0.69
register: semver
",utils,6,https://old-galaxy.ansible.com/koonix/utils,"name: codeberg + substring search

Answer: community.general.git:
  repo: https://github.com/codeberg/codeberg.git
  dest: /srv/www/codeberg
  version: master
  update: 'true'
  recursive: 'true'
  force: 'true'
  add:
  - '{{ ansible_fqdn }}'
  - '*.codeberg.io'
  - '*.github.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
  - '*.gitlab.io'
 ",0.5611316561698914,0.019527293300290776
1507,i_adarsh,,name: Adding Kubernetes Bridges,data/repos/i_adarsh/k8s_master_configuration/tasks/main.yml,"copy:
  dest: /etc/sysctl.d/k8s.conf
  content:
  - net.bridge.bridge-nf-call-ip6tables = 1
  - net.bridge.bridge-nf-call-iptables = 1
become: true
",k8s_master_configuration,9,https://old-galaxy.ansible.com/i_adarsh/k8s_master_configuration,"name: Adding Kubernetes Bridges

Answer: become: true
command: 'ip link add  k8s0 type bridge state up  '
with_items: '{''name'': ''k8s0'', ''ip_address'': ''10.244.0.1/16'', ''netmask'':
  ''255.255.255.0'', ''gateway'': ''10.244.0.1''}'
",0.6996339559555054,0.1559614739998594
1508,aplyca,MIT,name: Make sure the mount points of the buckets are present,data/repos/aplyca/s3fs/tasks/mount.yml,"become: true
file:
  path: ''
  state: directory
with_items: ''
ignore_errors: true
no_log: true
",s3fs,1478,https://old-galaxy.ansible.com/aplyca/s3fs,"name: Make sure the mount points of the buckets are present

Answer: mount:
  name: ''
  src: ''
  fstype: cifs
  opts: rw,credentials=/etc/smb.conf,file_mode=0777,dir_mode=0777
  state: mounted
with_items: ''
",0.6850049495697021,0.22074641250032903
1509,daniel-rhoades,MIT,name: Tomcat | Prepare Catalina base,data/repos/daniel-rhoades/tomcat/tasks/main.yml,"include: prepare-catalina-base.yml
",tomcat,373,https://old-galaxy.ansible.com/daniel-rhoades/tomcat,"name: Tomcat | Prepare Catalina base directory

Answer: file:
  path: /opt/tomcat
  state: directory
  owner: tomcat
  group: tomcat
  mode: 493
",0.7000491619110107,0.11502248364020086
1510,opstree_devops,,name: Installing MySql dependency,data/repos/opstree_devops/galera/tasks/Debian.yml,"apt:
  name: ''
  update_cache: true
loop:
- python3-pip
- python-mysqldb
- galera-3
- mysql-wsrep-5.7
- galera-arbitrator-3
- rsync
",galera,38,https://old-galaxy.ansible.com/opstree_devops/galera,"name: Installing MySql dependency

Answer: apt:
  name: ''
  state: present
with_items:
- mysql-client
",0.7527549266815186,0.26996233925247864
1511,lifeofguenter,MIT,name: Add users.acl,data/repos/lifeofguenter/redis/tasks/configure.yml,"ansible.builtin.template:
  src: users.acl
  dest: /etc/redis/users.acl
  owner: redis
  group: redis
  mode: '0640'
become: true
notify: Restart_redis
",redis,6,https://old-galaxy.ansible.com/lifeofguenter/redis,"name: Add users.acl

Answer: ansible.builtin.template:
  src: users.acl.j2
  dest: /etc/vsftpd/users.acl
  mode: 420
notify:
- Restart vsftpd service
",0.8330225944519043,0.6318458013868183
1512,ecaepp,MIT,name: Create config files from templates,data/repos/ecaepp/ansible_role_misp/tasks/main.yml,"include_tasks: configure.yml
",ansible_role_misp,36,https://old-galaxy.ansible.com/ecaepp/ansible_role_misp,"name: Create config files from templates

Answer: template:
  src: ''
  dest: ''
  owner: root
  group: root
  mode: 420
with_items:
- src: etc/systemd/system/redis-.service.j2
  dest: /etc/systemd/system/.service
- src: etc/redis/redis.conf.j2
  dest: /etc/redis/.conf
notify: Reload systemd
",0.6340355277061462,0.030116967935485312
1513,magicalyak,"Apache-2.0-Short,Apache-2.0",name: Login as system:admin,data/repos/magicalyak/minishift_nginx/tasks/grant_admin.yml,"command: oc login -u system:admin
changed_when: false
",minishift_nginx,19,https://old-galaxy.ansible.com/magicalyak/minishift_nginx,"name: Login as system:admin

Answer: shell: oc login -u system:admin
when:
- not ansible_check_mode
- current_user.stdout!= ""system:admin""
",0.798592209815979,0.24793080058474484
1514,ccdc,,name: Set OS-specific variables for --,data/repos/ccdc/ntp_configuration/tasks/main.yml,"ansible.builtin.include_vars: ''
with_first_found:
- files:
  - vars/--.yml
  - vars/-.yml
  - vars/-.yml
  - vars/.yml
  - vars/.yml
  skip: true
tags: vars
",ntp_configuration,2814,https://old-galaxy.ansible.com/ccdc/ntp_configuration,"name: Set OS-specific variables for --with-pcre

Answer: include_vars:.yml
",0.7456440329551697,0.1252097253462336
1515,kaiquepiropo,,name: Define configuracao do servidor Memcached,data/repos/kaiquepiropo/mencached_ansible/tasks/main.yml,"import_tasks: configure.yml
",mencached_ansible,13,https://old-galaxy.ansible.com/kaiquepiropo/mencached_ansible,"name: Define configuracao do servidor Memcached

Answer: template:
  src: memcached.conf.j2
  dest: /etc/memcached.conf
  owner: root
  group: root
  mode: 420
notify:
- restart memcached
",0.6073690056800842,0.05962338607055894
1516,alexanderjardim,,name: ensures tomcat is restarted,data/repos/alexanderjardim/tomcat/tasks/main.yml,"shell: nohup /home/vagrant/tomcat/{{tomcat_major_version}}.{{tomcat_minor_version}}.{{tomcat_micro_version}}/tomcat.sh
  &
",tomcat,238,https://old-galaxy.ansible.com/alexanderjardim/tomcat,"name: ensures tomcat is restarted

Answer: service: name=tomcat6 state=restarted
",0.7123703956604004,0.11377681241911446
1517,1398abhisingh911,,name: COPY DAEMON.JSON,data/repos/1398abhisingh911/slavesjoin/tasks/main.yml,"copy:
  dest: /etc/docker/
  src: /root/cluster/daemon.json
",slavesjoin,10,https://old-galaxy.ansible.com/1398abhisingh911/slavesjoin,"name: COPY DAEMON.JSON

Answer: template:
  src: daemon.json.j2
  dest: '{{ _haproxy_config_dir }}/daemon.json'
  owner: haproxy
  group: haproxy
  mode: 420
notify: restart haproxy
",0.7690760493278503,0.1706272198193782
